Application ID,Application Name,Module ID,Module Name,Functionaliyt ID,Functionality Name,Release ID,Release Name,Defect ID,Type of Defect,Defect Reason,Defect Description,Severity ,RCA,Release Date,Defect Creation Date,Defect Fix Date,Complexity,Business Impact,Hotspot,Latest_Func_Rel
1220,MERLIN,M14,Skiee vs Seq,181,Skiee vs Seq Breach Excel,1,RTI100,1020,Data,Environment,Skiee vs Seq Breach Excel does not show the variance explanation in KPI which is not downloading,MEDIUM,Validation of data corrected with new requirements added to the project,1/1/2019,1/18/2019,1/18/2019,3.2,2,1,0
1220,MERLIN,M14,Skiee vs Seq,181,Skiee vs Seq Breach Excel,1,RTI100,1021,Data,Requirements,Skiee vs Seq Breach Excel does not have filters for strategy which is incorrect,MEDIUM,Data in the table - RECON_SAMPLE corrected after confirming with BA,1/1/2019,1/20/2019,3/3/2019,3.2,2,1,0
1220,MERLIN,M12,TTS,180,ROI vs TTS Recon Tree,1,RTI100,1022,Data,Data,ROI vs FFS Recon Tree has third party issues in testing modules which is incorrect,MEDIUM,Code was corrected after confirming the changes with developer,1/1/2019,2/16/2019,2/26/2019,2.98,2,1,0
1220,MERLIN,M12,TTS,180,ROI vs TTS Recon Tree,1,RTI100,1023,Business Logic,Environment,ROI vs FFS Recon Tree contains bug in design which is not downloading,MEDIUM,New requirements were added to the project afer confirming with Client,1/1/2019,1/7/2019,2/5/2019,2.98,2,1,0
1220,MERLIN,M12,TTS,180,ROI vs TTS Recon Tree,1,RTI100,1024,Data,Design,ROI vs FFS Recon Tree does not have filters for business logic and filters are applied with default values,MEDIUM,Data format was changed to fetch the data using code from the database,1/1/2019,2/1/2019,3/5/2019,2.98,2,1,0
1220,MERLIN,M12,TTS,180,ROI vs TTS Recon Tree,1,RTI100,1025,Data,Design,ROI vs FFS Recon Tree does not have filters for analytical part which is missing in excel,MEDIUM,Issues were fixed by making changes in the setup,1/1/2019,2/15/2019,3/11/2019,2.98,2,1,0
1220,MERLIN,M12,TTS,180,ROI vs TTS Recon Tree,1,RTI100,1026,Data,Environment,ROI vs FFS Recon Tree is not downloading for strategy which is incorrect,MEDIUM,New requirements were added to the project afer confirming with Client,1/1/2019,1/8/2019,2/27/2019,2.98,2,1,0
1220,MERLIN,M12,TTS,180,ROI vs TTS Recon Tree,1,RTI100,1027,Business Logic,Requirements,ROI vs FFS Recon Tree has defect in metrics which is missing in UI,MEDIUM,New requirements were added to the project afer confirming with Client,1/1/2019,1/25/2019,2/24/2019,2.98,2,1,0
1220,MERLIN,M15,RTM Management,227,Ack Matching Report,1,RTI100,1028,UI,Third Party,"User with no role/View role to Ack Matching Report context is able to access and update the review information for Ack Matching Report, but expectation is only LQ Users should have this ability.",LOW,Code API was modified in controller as per new data format in the database,1/1/2019,2/26/2019,4/22/2019,4.3,1,1,0
1220,MERLIN,M15,RTM Management,227,Ack Matching Report,1,RTI100,1029,Business Logic,Requirements,Unable to sort date columns in Review Details grid in Ack Matching Report,LOW,UI desgin was modified as per the requirements,1/1/2019,1/2/2019,2/17/2019,4.3,1,1,0
1220,MERLIN,M15,RTM Management,227,Ack Matching Report,1,RTI100,1030,Data,Code,Reviewed By in the Ack Matching Report card shows name when there are no review completed yet,LOW,Code was modified by adding new dependencies,1/1/2019,1/9/2019,2/3/2019,4.3,1,1,0
1220,MERLIN,M15,RTM Management,227,Ack Matching Report,1,RTI100,1031,Business Logic,Requirements,"User with no role/View role to Ack Matching Report context is able to access and update the review information for Ack Matching Report, but expectation is only LQ Users should have this ability.",LOW,Data in the table - RECON_SAMPLE corrected after confirming with BA,1/1/2019,1/1/2019,2/1/2019,4.3,1,1,0
1220,MERLIN,M15,RTM Management,227,Ack Matching Report,1,RTI100,1032,UI,Environment,Unable to sort date columns in Review Details grid in Ack Matching Report,LOW,Issues were fixed by making changes in the setup,1/1/2019,2/4/2019,3/17/2019,4.3,1,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,1,RTI100,1033,Data,Data,Legal Entity Group shows duplicate value in Money Transaction Export,LOW,Code API was modified in controller as per new data format in the database,1/1/2019,1/12/2019,2/22/2019,2.2,3,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,1,RTI100,1034,Data,Code,There's no SME column in the Money Transaction Export,LOW,New files created for handling new data coming into the database,1/1/2019,2/13/2019,3/17/2019,2.2,3,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,1,RTI100,1035,Business Logic,Third Party,"Money Transaction Export has some amount dropping for all periods when filter is selected as ALL are manually selected in RADEE/RADE. If specific GDL is selected, amount is downloaded in the excel.",LOW,New files created for handling new data coming into the database,1/1/2019,2/4/2019,3/17/2019,2.2,3,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,1,RTI100,1036,Business Logic,Environment,Legal Entity Group shows duplicate value in Money Transaction Export,LOW,Issues were fixed by making changes in the setup,1/1/2019,1/13/2019,2/22/2019,2.2,3,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,1,RTI100,1037,UI,Design,There's no SME column in the Money Transaction Export,LOW,Data in the table - RECON_SAMPLE corrected after confirming with BA,1/1/2019,2/16/2019,3/25/2019,2.2,3,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,1,RTI100,1038,Data,Code,"Money Transaction Export has some amount dropping for all periods when filter is selected as ALL are manually selected in RADEE/RADE. If specific GDL is selected, amount is downloaded in the excel.",LOW,Code API was modified in controller as per new data format in the database,1/1/2019,2/1/2019,2/16/2019,2.2,3,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,1,RTI100,1039,Data,Requirements,Legal Entity Group shows duplicate value in Money Transaction Export,LOW,Code API was modified in controller as per new data format in the database,1/1/2019,2/11/2019,3/12/2019,2.2,3,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,1,RTI100,1040,Business Logic,Third Party,There's no SME column in the Money Transaction Export,LOW,Code was modified by adding new dependencies,1/1/2019,1/31/2019,2/16/2019,2.2,3,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,1,RTI100,1041,UI,Environment,"Money Transaction Export has some amount dropping for all periods when filter is selected as ALL are manually selected in RADEE/RADE. If specific GDL is selected, amount is downloaded in the excel.",LOW,Code API was modified in controller as per new data format in the database,1/1/2019,1/27/2019,3/12/2019,2.2,3,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,1,RTI100,1042,Data,Data,Legal Entity Group shows duplicate value in Money Transaction Export,LOW,Issues were fixed by making changes in the setup,1/1/2019,2/21/2019,3/11/2019,2.2,3,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,1,RTI100,1043,UI,Environment,There's no SME column in the Money Transaction Export,LOW,Data in the table - RECON_SAMPLE corrected after confirming with BA,1/1/2019,2/6/2019,3/31/2019,2.2,3,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,1,RTI100,1044,Business Logic,Code,"Money Transaction Export has some amount dropping for all periods when filter is selected as ALL are manually selected in RADEE/RADE. If specific GDL is selected, amount is downloaded in the excel.",LOW,UI desgin was modified as per the requirements,1/1/2019,2/20/2019,3/17/2019,2.2,3,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,1,RTI100,1045,UI,Environment,Legal Entity Group shows duplicate value in Money Transaction Export,LOW,Data in the table - RECON_SAMPLE corrected after confirming with BA,1/1/2019,1/8/2019,1/15/2019,2.2,3,1,0
1220,MERLIN,M16,ROC,202,ROC Details Excel Export,1,RTI100,1046,Data,Data,ROC Details Excel Export has functionality data which is missing in UI,HIGH,Validation of data corrected with new requirements added to the project,1/1/2019,1/7/2019,1/30/2019,4.45,1,1,0
1220,MERLIN,M16,ROC,202,ROC Details Excel Export,1,RTI100,1047,Data,Requirements,ROC Details Excel Export has functionality database and filters are applied with default values,HIGH,UI desgin was modified as per the requirements,1/1/2019,1/29/2019,3/12/2019,4.45,1,1,0
1220,MERLIN,M16,ROC,202,ROC Details Excel Export,1,RTI100,1048,Business Logic,Requirements,ROC Details Excel Export does not show the variance explanation in Ski excel download and filters are applied with default values,HIGH,Issues were fixed by making changes in the setup,1/1/2019,1/5/2019,2/11/2019,4.45,1,1,0
1220,MERLIN,M16,ROC,202,ROC Details Excel Export,1,RTI100,1049,Data,Design,ROC Details Excel Export has faulty technical which is missing in UI,HIGH,Code was corrected after confirming the changes with developer,1/1/2019,1/13/2019,1/21/2019,4.45,1,1,0
1220,MERLIN,M16,ROC,202,ROC Details Excel Export,1,RTI100,1050,Business Logic,Data,ROC Details Excel Export does not show the variance explanation in Situation Analysis which is not downloading,HIGH,Validation of data corrected with new requirements added to the project,1/1/2019,1/5/2019,2/2/2019,4.45,1,1,0
1220,MERLIN,M16,ROC,202,ROC Details Excel Export,1,RTI100,1051,UI,Data,ROC Details Excel Export does not show the variance explanation in design which is incorrect,HIGH,Code was corrected after confirming the changes with developer,1/1/2019,1/16/2019,2/8/2019,4.45,1,1,0
1220,MERLIN,M16,ROC,202,ROC Details Excel Export,1,RTI100,1052,UI,Third Party,ROC Details Excel Export does not have filters for inventory which is incorrect,HIGH,Issues were fixed by making changes in the setup,1/1/2019,2/25/2019,4/20/2019,4.45,1,1,0
1220,MERLIN,M16,ROC,202,ROC Details Excel Export,1,RTI100,1053,Business Logic,Data,ROC Details Excel Export is not downloading for inventory and filters are faulty,HIGH,Validation of data corrected with new requirements added to the project,1/1/2019,1/26/2019,1/28/2019,4.45,1,1,0
1220,MERLIN,M16,ROC,202,ROC Details Excel Export,1,RTI100,1054,UI,Requirements,ROC Details Excel Export does not have filters for Situation Analysis and filters are faulty,HIGH,Code was modified by adding new dependencies,1/1/2019,2/23/2019,4/13/2019,4.45,1,1,0
1220,MERLIN,M16,ROC,202,ROC Details Excel Export,1,RTI100,1055,Business Logic,Data,ROC Details Excel Export contains bug in SAP which is missing in excel,HIGH,UI desgin was modified as per the requirements,1/1/2019,1/3/2019,2/27/2019,4.45,1,1,0
1220,MERLIN,M16,ROC,202,ROC Details Excel Export,1,RTI100,1056,UI,Code,ROC Details Excel Export is not downloading for Loss Details which is not downloading,HIGH,New files created for handling new data coming into the database,1/1/2019,1/17/2019,2/25/2019,4.45,1,1,0
1220,MERLIN,M16,ROC,186,ROC Loss Details Send Email,1,RTI100,1057,Business Logic,Environment,ROC Loss Details Send Email does not show the variance explanation in DQM excel which is missing in UI,HIGH,Code was modified by adding new dependencies,1/1/2019,1/17/2019,1/22/2019,1.56,3,1,0
1220,MERLIN,M16,ROC,186,ROC Loss Details Send Email,1,RTI100,1058,Business Logic,Data,ROC Loss Details Send Email does not have filters for metrics and does not work,HIGH,New files created for handling new data coming into the database,1/1/2019,2/11/2019,2/22/2019,1.56,3,1,0
1220,MERLIN,M16,ROC,186,ROC Loss Details Send Email,1,RTI100,1059,Data,Data,ROC Loss Details Send Email has defect in code which is missing in UI,HIGH,UI desgin was modified as per the requirements,1/1/2019,1/10/2019,1/13/2019,1.56,3,1,0
1220,MERLIN,M16,ROC,186,ROC Loss Details Send Email,1,RTI100,1060,Business Logic,Third Party,ROC Loss Details Send Email is not downloading for metrics which is missing in UI,HIGH,Validation of data corrected with new requirements added to the project,1/1/2019,2/15/2019,2/19/2019,1.56,3,1,0
1220,MERLIN,M16,ROC,186,ROC Loss Details Send Email,1,RTI100,1061,UI,Design,ROC Loss Details Send Email does not have filters for inventory which is incorrect,HIGH,New files created for handling new data coming into the database,1/1/2019,2/27/2019,3/15/2019,1.56,3,1,0
1220,MERLIN,M16,ROC,186,ROC Loss Details Send Email,1,RTI100,1062,Data,Code,"ROC Loss Details Send Email sent on starting a review for ROC Management, following are the observations- Due date format is incorrect,Blank row between header and first data row,TI value modified shows incorrect data.",HIGH,UI desgin was modified as per the requirements,1/1/2019,1/16/2019,2/25/2019,1.56,3,1,0
1220,MERLIN,M16,ROC,186,ROC Loss Details Send Email,1,RTI100,1063,Data,Design,ROC Loss Details Send Email does not show the variance explanation in DQM excel which is missing in UI,HIGH,Code was corrected after confirming the changes with developer,1/1/2019,2/3/2019,3/29/2019,1.56,3,1,0
1220,MERLIN,M16,ROC,186,ROC Loss Details Send Email,1,RTI100,1064,Data,Requirements,ROC Loss Details Send Email does not have filters for metrics and does not work,HIGH,Code API was modified in controller as per new data format in the database,1/1/2019,2/4/2019,4/3/2019,1.56,3,1,0
1220,MERLIN,M16,ROC,186,ROC Loss Details Send Email,1,RTI100,1065,UI,Environment,ROC Loss Details Send Email has defect in code which is missing in UI,HIGH,New requirements were added to the project afer confirming with Client,1/1/2019,1/15/2019,1/19/2019,1.56,3,1,0
1220,MERLIN,M16,ROC,186,ROC Loss Details Send Email,1,RTI100,1066,Business Logic,Design,ROC Loss Details Send Email is not downloading for metrics which is missing in UI,HIGH,Issues were fixed by making changes in the setup,1/1/2019,2/25/2019,3/15/2019,1.56,3,1,0
1220,MERLIN,M16,ROC,186,ROC Loss Details Send Email,1,RTI100,1067,Business Logic,Third Party,ROC Loss Details Send Email does not have filters for inventory which is incorrect,HIGH,Code was corrected after confirming the changes with developer,1/1/2019,1/22/2019,1/28/2019,1.56,3,1,0
1220,MERLIN,M17,Maps>=250,219,Maps>=250 Data Tree,1,RTI100,1068,Data,Environment,Maps>=250 Data Tree Edit has faulty code which is missing in excel,HIGH,Data in the table - RECON_SAMPLE corrected after confirming with BA,1/1/2019,2/8/2019,3/25/2019,4.6,0,0,0
1220,MERLIN,M17,Maps>=250,219,Maps>=250 Data Tree,1,RTI100,1069,UI,Design,Maps>=250 Data Tree Edit shows incorrect requirements which is missing in UI,HIGH,Data format was changed to fetch the data using code from the database,1/1/2019,2/9/2019,2/14/2019,4.6,0,0,0
1220,MERLIN,M17,Maps>=250,219,Maps>=250 Data Tree,1,RTI100,1070,UI,Code,Maps>=250 Data Tree Edit has defect in analytics which is incorrect,HIGH,Code API was modified in controller as per new data format in the database,1/1/2019,1/23/2019,3/9/2019,4.6,0,0,0
1220,MERLIN,M17,Maps>=250,191,Maps>=250 Data Tree Edit,1,RTI100,1071,UI,Requirements,Maps>=250 Data Tree Edit has functionality data and does not work,LOW,Code API was modified in controller as per new data format in the database,1/1/2019,2/27/2019,4/17/2019,4.1,1,0,0
1220,MERLIN,M17,Maps>=250,191,Maps>=250 Data Tree Edit,1,RTI100,1072,Data,Requirements,Maps>=250 Data Tree Edit does not show the variance explanation in Situation Analysis and does not work,LOW,Data format was changed to fetch the data using code from the database,1/1/2019,1/4/2019,3/2/2019,4.1,1,0,0
1220,MERLIN,M17,Maps>=250,191,Maps>=250 Data Tree Edit,1,RTI100,1073,UI,Code,Maps>=250 Data Tree Edit has faulty documentation which is not downloading,LOW,UI desgin was modified as per the requirements,1/1/2019,2/26/2019,3/28/2019,4.1,1,0,0
1220,MERLIN,M17,Maps>=250,191,Maps>=250 Data Tree Edit,1,RTI100,1074,Business Logic,Third Party,Maps>=250 Data Tree Edit has faulty documentation which is not downloading,LOW,Code was modified by adding new dependencies,1/1/2019,2/4/2019,3/14/2019,4.1,1,0,0
1220,MERLIN,M17,Maps>=250,191,Maps>=250 Data Tree Edit,1,RTI100,1075,Business Logic,Environment,Maps>=250 Data Tree Edit is not downloading for database construction and filters are applied with default values,LOW,UI desgin was modified as per the requirements,1/1/2019,2/20/2019,3/22/2019,4.1,1,0,0
1220,MERLIN,M17,Maps>=250,191,Maps>=250 Data Tree Edit,1,RTI100,1076,Data,Design,Maps>=250 Data Tree Edit contains bug in service logic which is not downloading,LOW,Validation of data corrected with new requirements added to the project,1/1/2019,1/26/2019,3/20/2019,4.1,1,0,0
1220,MERLIN,M17,Maps>=250,191,Maps>=250 Data Tree Edit,1,RTI100,1077,UI,Third Party,Maps>=250 Data Tree Edit has faulty analytics and filters are faulty,LOW,New requirements were added to the project afer confirming with Client,1/1/2019,2/7/2019,2/25/2019,4.1,1,0,0
1220,MERLIN,M17,Maps>=250,191,Maps>=250 Data Tree Edit,1,RTI100,1078,Business Logic,Data,Managed segments tree popup in the filter section shows blank data for Maps>=250 Data Tree Edit.,LOW,Code was corrected after confirming the changes with developer,1/1/2019,2/18/2019,3/6/2019,4.1,1,0,0
1220,MERLIN,M17,Maps>=250,191,Maps>=250 Data Tree Edit,1,RTI100,1079,Business Logic,Environment,Maps>=250 Data Tree Edit has faulty code which is missing in excel,LOW,Code API was modified in controller as per new data format in the database,1/1/2019,1/9/2019,2/9/2019,4.1,1,0,0
1220,MERLIN,M17,Maps>=250,191,Maps>=250 Data Tree Edit,1,RTI100,1080,Business Logic,Data,Maps>=250 Data Tree Edit shows incorrect requirements which is missing in UI,LOW,New files created for handling new data coming into the database,1/1/2019,1/26/2019,2/10/2019,4.1,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,1,RTI100,1081,Data,Code,Maps>=250 Data Tree Submit has faulty code which is not downloading,LOW,New files created for handling new data coming into the database,1/1/2019,1/4/2019,2/18/2019,3.95,3,1,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,1,RTI100,1082,UI,Requirements,Maps>=250 Data Tree Submit does not have filters for documentation which is missing in UI,LOW,Issues were fixed by making changes in the setup,1/1/2019,2/23/2019,3/9/2019,3.95,3,1,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,1,RTI100,1083,UI,Environment,Maps>=250 Data Tree Submit has faulty code which is not downloading,LOW,Issues were fixed by making changes in the setup,1/1/2019,1/25/2019,3/11/2019,3.95,3,1,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,1,RTI100,1084,Business Logic,Design,Maps>=250 Data Tree Submit does not have filters for documentation which is missing in UI,LOW,Validation of data corrected with new requirements added to the project,1/1/2019,2/20/2019,4/19/2019,3.95,3,1,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,1,RTI100,1085,Business Logic,Design,Maps>=250 Data Tree Submit shows incorrect process scheduling which is missing in excel,LOW,New requirements were added to the project afer confirming with Client,1/1/2019,2/5/2019,3/3/2019,3.95,3,1,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,1,RTI100,1086,Business Logic,Design,Maps>=250 Data Tree Submit has defect in Loss Details which is missing in UI,LOW,Issues were fixed by making changes in the setup,1/1/2019,1/19/2019,3/6/2019,3.95,3,1,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,1,RTI100,1087,Data,Requirements,Maps>=250 Data Tree Submit does not have filters for research and filters are faulty,LOW,New requirements were added to the project afer confirming with Client,1/1/2019,2/7/2019,3/26/2019,3.95,3,1,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,1,RTI100,1088,Business Logic,Third Party,Maps>=250 Data Tree Submit shows incorrect data and does not work,LOW,Validation of data corrected with new requirements added to the project,1/1/2019,1/31/2019,3/15/2019,3.95,3,1,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,1,RTI100,1089,Data,Requirements,Maps>=250 Data Tree Submit is not downloading for service logic and filters are applied with default values,LOW,Code was modified by adding new dependencies,1/1/2019,2/21/2019,4/8/2019,3.95,3,1,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,1,RTI100,1090,UI,Third Party,Maps>=250 Data Tree Submit has some amount dropping for all periods when  filter is selected as ALL.,LOW,Data in the table - RECON_SAMPLE corrected after confirming with BA,1/1/2019,2/17/2019,3/15/2019,3.95,3,1,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,1,RTI100,1091,UI,Environment,There is no data in the Trnx tab withquarter period as 2020Q2 although all the records processed have accounting period of 5 with fiscal year 2020 in Maps>=250 Data Tree Submit. ,LOW,New files created for handling new data coming into the database,1/1/2019,2/1/2019,3/6/2019,3.95,3,1,0
1220,MERLIN,M17,Maps>=250,203,Maps>=250 Data Tree Add Rows,1,RTI100,1092,UI,Requirements,Excel icon for Maps>=250 Data Tree Add Rows matching report is not shown correctly. It downloads same report as TTS tab excel export.,MEDIUM,Validation of data corrected with new requirements added to the project,1/1/2019,1/3/2019,2/19/2019,1.65,3,1,0
1220,MERLIN,M17,Maps>=250,203,Maps>=250 Data Tree Add Rows,1,RTI100,1093,Data,Code,Maps>=250 Data Tree Add Rows contains bug in code which is incorrect,MEDIUM,UI desgin was modified as per the requirements,1/1/2019,2/24/2019,3/18/2019,1.65,3,1,0
1220,MERLIN,M17,Maps>=250,203,Maps>=250 Data Tree Add Rows,1,RTI100,1094,UI,Data,Maps>=250 Data Tree Add Rows has defect in Loss Details which is incorrect,MEDIUM,Code API was modified in controller as per new data format in the database,1/1/2019,1/12/2019,2/22/2019,1.65,3,1,0
1220,MERLIN,M17,Maps>=250,203,Maps>=250 Data Tree Add Rows,1,RTI100,1095,UI,Third Party,Maps>=250 Data Tree Add Rows does not have filters for Situation Analysis and does not work,MEDIUM,Code was corrected after confirming the changes with developer,1/1/2019,1/10/2019,1/19/2019,1.65,3,1,0
1220,MERLIN,M17,Maps>=250,203,Maps>=250 Data Tree Add Rows,1,RTI100,1096,Data,Code,Maps>=250 Data Tree Add Rows does not show the variance explanation in database which is incorrect,MEDIUM,Issues were fixed by making changes in the setup,1/1/2019,1/22/2019,2/8/2019,1.65,3,1,0
1220,MERLIN,M17,Maps>=250,203,Maps>=250 Data Tree Add Rows,1,RTI100,1097,Business Logic,Third Party,Maps>=250 Data Tree Add Rows contains bug in service logic and filters are applied with default values,MEDIUM,Code API was modified in controller as per new data format in the database,1/1/2019,1/4/2019,2/12/2019,1.65,3,1,0
1220,MERLIN,M17,Maps>=250,203,Maps>=250 Data Tree Add Rows,1,RTI100,1098,UI,Code,Maps>=250 Data Tree Add Rows has faulty technical which is incorrect,MEDIUM,New requirements were added to the project afer confirming with Client,1/1/2019,1/30/2019,2/21/2019,1.65,3,1,0
